Date, Temp, Hour1, Hour2, Hour3, Hour4, Total
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-08 21:20:00, 47, 0, 0
, 0
, 0
, 0
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-09 21:20:00, 54, 0, 0
, 0
, 0
, 6
2024-11-10 21:20:00, 50, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-10 21:20:00, 51, 0, 0
, 0
, 0
, 0
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
2024-11-11 21:20:00, 42, 0, 0
, 0
, 0
, 1
